id,status,urgency,category,category_ar,client_username,client_name,client_phone,worker_username,worker_name,worker_phone,address,latitude,longitude,commission,created_at,accepted_at,completed_at,cancelled_at
3578,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user4979,Shaimaa Hassan,01022746798,user4771,Rania Ibrahim,01022549604,70 St,25.964001,28.005114,235.57,2025-04-28 12:24:55,2025-04-28 13:24:55,2025-04-28 15:24:55,
3579,CANCELLED,NORMAL,خدمات منزليه,خدمات منزليه,user1354,Amany Ibrahim,01069851981,user1651,Rania Hamdy,01058746187,,31.496544,33.170309,204.11,2024-07-23 05:46:40,2024-07-23 07:46:40,,2024-07-23 11:46:40
3580,COMPLETED,NORMAL,كهرباء,كهرباء,user2381,Laila Gamal,01029347463,user1291,Sara Hussein,01051584044,,24.956939,31.169342,282.64,2024-06-17 05:16:21,2024-06-17 06:16:21,2024-06-17 21:16:21,
3581,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user280,Reem Yasser,01047241089,user1531,Mostafa Hussein,01014914498,16 St,26.37178,28.442559,164.54,2024-09-02 12:10:13,2024-09-02 15:10:13,2024-09-02 20:10:13,
3582,PENDING,NORMAL,سباكه,سباكه,user4971,Mona Hassan,01048169659,user3935,Ibrahim Rashad,01030985503,118 St,28.736,36.435109,99.37,2025-04-18 21:32:49,,,
3583,COMPLETED,NORMAL,سباكه,سباكه,user4100,Mohamed Adel,01056512963,user4158,Nadia Ahmed,01092471304,96 St,25.526008,25.656731,110.02,2026-05-12 06:56:43,2026-05-12 12:56:43,2026-05-12 13:56:43,
3584,COMPLETED,URGENT,سباكه,سباكه,user2821,Rania Youssef,01076734716,user1797,Aya Hassan,01076077091,31 St,26.937435,36.322346,90.14,2025-11-18 12:39:52,2025-11-18 15:39:52,2025-11-18 22:39:52,
3585,CANCELLED,HIGH,نجاره,نجاره,user1083,Hany Youssef,01034730353,user4784,Samar Yasser,01033316868,89 St,22.542421,28.379017,285.48,2024-11-14 21:25:01,2024-11-15 04:25:01,,2024-11-15 08:25:01
3586,CANCELLED,URGENT,خدمات منزليه,خدمات منزليه,user3985,Amany Fahmy,01019836409,user1757,Nadia Youssef,01021222132,93 St,29.4602,31.770419,144.46,2026-03-22 01:02:23,2026-03-22 02:02:23,,2026-03-22 05:02:23
3587,COMPLETED,NORMAL,نجاره,نجاره,user4782,Ghada Omar,01038343695,user698,Ali Hussein,01040851360,111 St,25.845729,36.958886,48.2,2024-10-17 02:05:56,2024-10-17 10:05:56,2024-10-17 23:05:56,
3588,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user128,Hassan Adel,01081216573,user2174,Dina Gamal,01085443709,,28.617035,27.824928,258.59,2025-09-10 19:29:54,2025-09-10 22:29:54,2025-09-11 00:29:54,
3589,COMPLETED,NORMAL,نجاره,نجاره,user4588,Ali Hatem,01066166745,user4789,Ibrahim Youssef,01080953929,154 St,29.778917,31.37235,241.06,2024-09-16 16:40:41,2024-09-16 19:40:41,2024-09-17 08:40:41,
3590,CANCELLED,URGENT,سباكه,سباكه,user4902,Hassan Mostafa,01082535772,user1820,Youssef Ali,01083980790,50 St,22.129081,34.770342,264.83,2025-03-02 19:20:51,2025-03-03 02:20:51,,2025-03-03 06:20:51
3591,COMPLETED,URGENT,سباكه,سباكه,user1189,Nadia Said,01026575085,user3059,Sara Kamel,01035838057,98 St,25.152624,36.496741,45.06,2025-02-18 09:28:03,2025-02-18 11:28:03,2025-02-18 14:28:03,
3592,COMPLETED,HIGH,سباكه,سباكه,user1456,Nadia Fahmy,01052217539,user2874,Karim Hamdy,01086225604,,28.523055,34.50917,118.63,2024-10-28 08:19:29,2024-10-28 10:19:29,2024-10-29 04:19:29,
3593,COMPLETED,URGENT,نجاره,نجاره,user4468,Karim Hatem,01046428171,user371,Shaimaa Hamdy,01076756320,104 St,23.928257,36.65277,241.38,2024-12-20 21:37:18,2024-12-20 22:37:18,2024-12-21 16:37:18,
3594,PENDING,NORMAL,نجاره,نجاره,user1412,Hassan Hussein,01043425940,user3783,Khaled Hamdy,01072909613,,27.122275,32.755728,161.84,2024-08-24 17:33:59,,,
3595,COMPLETED,HIGH,كهرباء,كهرباء,user2160,Karim Naguib,01048615169,user221,Youssef Ahmed,01075540707,140 St,26.167407,28.748633,73.08,2024-06-27 07:20:09,2024-06-27 10:20:09,2024-06-27 15:20:09,
3596,COMPLETED,NORMAL,نجاره,نجاره,user4454,Ibrahim Kamel,01023991925,user4323,Mona Youssef,01053435937,188 St,24.358508,36.4555,264.12,2024-11-24 08:49:31,2024-11-24 08:49:31,2024-11-25 02:49:31,
3597,PENDING,NORMAL,نجاره,نجاره,user2452,Ibrahim Omar,01056362322,user4789,Ibrahim Youssef,01080953929,179 St,27.911442,28.02652,113.39,2025-07-14 03:53:07,,,
3598,COMPLETED,URGENT,نجاره,نجاره,user819,Fatma Ahmed,01047465789,user1030,Khaled Adel,01093724365,,26.757385,31.069523,32.82,2025-02-26 00:51:45,2025-02-26 08:51:45,2025-02-26 11:51:45,
3599,COMPLETED,URGENT,نجاره,نجاره,user2082,Hassan Hussein,01055731485,user1786,Hassan Hamdy,01038633439,,22.237201,25.315252,101.52,2026-01-08 23:04:20,2026-01-09 04:04:20,2026-01-10 00:04:20,
3600,IN_PROGRESS,HIGH,نجاره,نجاره,user4049,Salma Nabil,01077529987,user2078,Omar Mohamed,01037064257,79 St,27.504152,25.125733,296.95,2024-07-28 07:53:20,2024-07-28 13:53:20,,
3601,COMPLETED,HIGH,كهرباء,كهرباء,user2515,Rania Hamdy,01053314217,user3166,Rania Gamal,01063127944,,26.52165,25.357882,97.83,2026-01-02 22:17:08,2026-01-02 22:17:08,2026-01-03 20:17:08,
3602,COMPLETED,NORMAL,نجاره,نجاره,user1254,Khaled Gamal,01041920912,user3713,Laila Hamdy,01020352257,54 St,29.263244,25.197637,120.28,2024-07-29 17:53:33,2024-07-29 20:53:33,2024-07-29 21:53:33,
3603,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user789,Omar Ali,01045136671,user2249,Aya Nabil,01091198356,,26.977578,30.401097,180.92,2025-01-12 07:17:22,2025-01-12 12:17:22,2025-01-12 23:17:22,
3604,COMPLETED,URGENT,سباكه,سباكه,user3928,Mariam Omar,01086954653,user3834,Ibrahim Adel,01027555983,189 St,26.40295,28.836487,148.33,2026-02-04 00:26:21,2026-02-04 01:26:21,2026-02-04 07:26:21,
3605,COMPLETED,HIGH,سباكه,سباكه,user960,Amr Youssef,01075533013,user1795,Ali Ali,01066060162,150 St,29.419849,28.796962,161.41,2025-01-09 15:38:39,2025-01-09 16:38:39,2025-01-10 06:38:39,
3606,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user1573,Noha Gamal,01048498499,user225,Noha Omar,01045879718,,23.393322,34.24925,32.18,2024-06-11 02:54:42,2024-06-11 03:54:42,2024-06-11 05:54:42,
3607,PENDING,URGENT,خدمات منزليه,خدمات منزليه,user4935,Sara Gamal,01097485378,user2617,Rania Gamal,01043385139,,26.576036,34.869609,87.26,2026-05-16 20:09:00,,,
3608,IN_PROGRESS,URGENT,خدمات منزليه,خدمات منزليه,user1306,Salma Fouad,01051056878,user1733,Mona Naguib,01052413505,123 St,23.776976,35.199036,245.39,2024-06-25 14:11:29,2024-06-25 17:11:29,,
3609,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user3471,Rania Mohamed,01030709689,user318,Youssef Hamdy,01014484588,142 St,31.290021,35.111763,132.46,2025-07-21 21:25:50,2025-07-22 03:25:50,2025-07-22 05:25:50,
3610,COMPLETED,NORMAL,سباكه,سباكه,user1109,Noha Nabil,01010429189,user1791,Laila Youssef,01094415442,59 St,28.136952,30.259046,133.77,2024-07-10 07:38:03,2024-07-10 09:38:03,2024-07-10 21:38:03,
3611,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user1731,Ali Youssef,01054829000,user4799,Maha Khaled,01064624669,51 St,23.184981,36.608654,187.95,2026-01-31 06:47:20,2026-01-31 07:47:20,2026-01-31 20:47:20,
3612,IN_PROGRESS,URGENT,خدمات منزليه,خدمات منزليه,user2190,Khaled Gamal,01054099593,user4564,Aya Fahmy,01065509402,107 St,23.765801,25.249902,82.34,2024-11-08 11:24:07,2024-11-08 16:24:07,,
3613,COMPLETED,URGENT,كهرباء,كهرباء,user4870,Khaled Mohamed,01050968214,user534,Omar Shaker,01074304823,113 St,25.50173,35.299068,145.64,2026-05-02 05:30:02,2026-05-02 05:30:02,2026-05-02 18:30:02,
3614,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user631,Hussein Ali,01046685578,user650,Salma Nabil,01054038904,36 St,28.799157,27.372881,245.99,2026-01-05 07:55:40,2026-01-05 09:55:40,2026-01-05 14:55:40,
3615,COMPLETED,HIGH,كهرباء,كهرباء,user4760,Hussein Omar,01024960060,user337,Mohamed Khaled,01089731181,,26.487731,35.712377,44.45,2025-06-25 09:20:14,2025-06-25 10:20:14,2025-06-25 14:20:14,
3616,COMPLETED,URGENT,سباكه,سباكه,user4296,Mona Fouad,01052296734,user211,Mona Ahmed,01079961132,28 St,22.378055,36.093236,76.55,2025-09-18 12:46:11,2025-09-18 18:46:11,2025-09-19 06:46:11,
3617,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user1289,Shaimaa Kamel,01032997024,user545,Mona Said,01082555030,34 St,28.923572,30.417179,285.7,2026-02-12 11:49:34,2026-02-12 18:49:34,2026-02-13 15:49:34,
3618,PENDING,HIGH,نجاره,نجاره,user2521,Samar Gamal,01096402126,user1479,Mahmoud Naguib,01099255940,,29.431243,33.614737,25.45,2024-08-06 11:39:14,,,
3619,PENDING,HIGH,نجاره,نجاره,user4694,Dina Khaled,01083598596,user1651,Rania Hamdy,01058746187,,28.746171,35.925999,279.67,2026-03-25 13:34:56,,,
3620,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user4110,Karim Mohamed,01016031589,user446,Ibrahim Fouad,01066249702,,26.297531,33.337697,65.25,2025-02-26 09:14:38,2025-02-26 09:14:38,2025-02-26 11:14:38,
3621,COMPLETED,NORMAL,سباكه,سباكه,user708,Ibrahim Tawfik,01022475197,user4640,Hend Yasser,01029695746,,23.166551,31.894372,111.69,2025-10-01 10:30:40,2025-10-01 15:30:40,2025-10-01 19:30:40,
3622,COMPLETED,NORMAL,كهرباء,كهرباء,user1687,Noha Omar,01036775702,user3005,Sara Tawfik,01050105286,31 St,30.163703,32.690597,214.8,2024-09-16 12:36:11,2024-09-16 12:36:11,2024-09-17 01:36:11,
3623,CANCELLED,HIGH,نجاره,نجاره,user482,Noha Hassan,01050789378,user717,Amany Gamal,01082287324,52 St,23.363577,25.641952,78.77,2025-04-14 17:39:18,2025-04-14 20:39:18,,2025-04-14 23:39:18
3624,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user1731,Ali Youssef,01054829000,user3177,Amr Tawfik,01050333457,,28.267146,36.139906,286.54,2024-09-22 08:03:28,2024-09-22 13:03:28,2024-09-22 19:03:28,
3625,PENDING,URGENT,خدمات منزليه,خدمات منزليه,user3507,Laila Said,01048093401,user2067,Ghada Rashad,01030487363,,24.718841,25.683078,28.79,2025-12-07 11:13:38,,,
3626,PENDING,NORMAL,نجاره,نجاره,user3892,Dina Khaled,01079185407,user1134,Omar Hussein,01082173099,117 St,26.542615,27.625541,83.9,2024-12-14 22:12:03,,,
3627,IN_PROGRESS,URGENT,نجاره,نجاره,user3354,Samar Tawfik,01021528500,user2901,Hassan Kamel,01029602335,200 St,30.35514,32.234791,78.18,2024-11-20 02:31:32,2024-11-20 03:31:32,,
3628,CANCELLED,HIGH,سباكه,سباكه,user3561,Youssef Mostafa,01015762109,user2066,Karim Nabil,01071585442,104 St,30.643831,25.523394,63.28,2026-04-27 01:54:24,2026-04-27 01:54:24,,2026-04-27 01:54:24
3629,COMPLETED,HIGH,نجاره,نجاره,user1589,Sara Gamal,01066063235,user1585,Sara Said,01093721739,136 St,28.994544,33.961676,194.13,2025-12-02 02:06:39,2025-12-02 06:06:39,2025-12-03 06:06:39,
3630,CANCELLED,HIGH,نجاره,نجاره,user3128,Ahmed Fahmy,01075879752,user3898,Mahmoud Adel,01050823438,185 St,22.14459,31.438277,53.73,2025-08-17 22:48:03,2025-08-17 23:48:03,,2025-08-17 23:48:03
3631,COMPLETED,HIGH,كهرباء,كهرباء,user1326,Hany Naguib,01094087394,user638,Laila Hatem,01046434606,179 St,29.82901,30.645162,290.53,2026-03-03 02:54:15,2026-03-03 05:54:15,2026-03-03 07:54:15,
3632,COMPLETED,URGENT,كهرباء,كهرباء,user196,Amany Adel,01063798927,user4967,Youssef Naguib,01065993142,,24.615545,31.435102,163.23,2025-02-10 15:52:27,2025-02-10 22:52:27,2025-02-11 14:52:27,
3633,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user4028,Mohamed Shaker,01039372653,user3944,Sara Omar,01011520884,187 St,26.772907,29.100629,168.7,2025-11-23 20:58:19,2025-11-24 00:58:19,2025-11-24 22:58:19,
3634,COMPLETED,HIGH,كهرباء,كهرباء,user2233,Mostafa Nabil,01066039079,user4052,Amany Hamdy,01063724381,126 St,30.720956,33.983997,25.06,2025-10-07 17:42:44,2025-10-07 19:42:44,2025-10-08 07:42:44,
3635,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user1808,Samar Youssef,01014288027,user3315,Ghada Said,01041776674,,27.388689,28.470026,209.76,2024-11-14 11:12:21,2024-11-14 16:12:21,2024-11-15 09:12:21,
3636,IN_PROGRESS,HIGH,خدمات منزليه,خدمات منزليه,user268,Karim Gamal,01071684020,user3582,Omar Hussein,01055560245,,29.762782,28.725778,41.97,2025-11-30 19:01:58,2025-11-30 21:01:58,,
3637,PENDING,HIGH,نجاره,نجاره,user4512,Ali Ahmed,01081340006,user1820,Youssef Ali,01083980790,,22.278799,36.314194,199.49,2026-01-13 18:50:48,,,
3638,COMPLETED,HIGH,كهرباء,كهرباء,user4199,Dina Naguib,01016789748,user3071,Mohamed Kamel,01013942868,75 St,27.243613,32.498896,222.33,2025-02-17 03:03:07,2025-02-17 09:03:07,2025-02-18 01:03:07,
3639,COMPLETED,URGENT,نجاره,نجاره,user4982,Laila Hatem,01038957666,user2465,Hussein Rashad,01011171326,149 St,23.66571,29.954984,26.37,2024-12-07 20:15:39,2024-12-08 03:15:39,2024-12-09 02:15:39,
3640,IN_PROGRESS,URGENT,نجاره,نجاره,user1529,Reem Shaker,01067824109,user1060,Hany Fahmy,01043739900,148 St,28.517894,25.743819,170.41,2024-12-07 17:01:54,2024-12-07 19:01:54,,
3641,CANCELLED,URGENT,خدمات منزليه,خدمات منزليه,user281,Sara Kamel,01097219985,user2953,Hany Gamal,01065021554,54 St,27.088111,30.774322,211.51,2026-03-25 21:08:06,2026-03-25 21:08:06,,2026-03-25 23:08:06
3642,CANCELLED,HIGH,نجاره,نجاره,user3088,Aya Yasser,01076515217,user3129,Mostafa Rashad,01041381348,,28.254809,34.543528,239.06,2024-08-29 23:07:32,2024-08-30 01:07:32,,2024-08-30 01:07:32
3643,COMPLETED,NORMAL,كهرباء,كهرباء,user2605,Mariam Ali,01051292129,user57,Sara Rashad,01089470029,,25.057056,33.957958,296.52,2025-04-11 20:08:01,2025-04-12 04:08:01,2025-04-12 20:08:01,
3644,COMPLETED,NORMAL,سباكه,سباكه,user866,Hend Rashad,01087037211,user1887,Ghada Fahmy,01068334317,110 St,24.452305,26.170733,22.12,2025-10-12 03:11:29,2025-10-12 11:11:29,2025-10-12 20:11:29,
3645,PENDING,HIGH,نجاره,نجاره,user1680,Hany Rashad,01048313228,user834,Shaimaa Ibrahim,01016993664,17 St,30.414194,30.675237,294.12,2025-03-23 23:01:24,,,
3646,COMPLETED,HIGH,نجاره,نجاره,user1662,Salma Hussein,01015968073,user2990,Maha Rashad,01081386830,91 St,28.329004,30.791468,57.58,2025-07-18 07:06:02,2025-07-18 09:06:02,2025-07-18 19:06:02,
3647,CANCELLED,URGENT,خدمات منزليه,خدمات منزليه,user4813,Amr Naguib,01038284627,user4364,Reem Rashad,01025477315,97 St,22.225544,31.193203,96.38,2026-03-12 15:59:14,2026-03-12 22:59:14,,2026-03-13 00:59:14
3648,COMPLETED,URGENT,كهرباء,كهرباء,user934,Shaimaa Mohamed,01040134894,user1553,Tarek Khaled,01046159501,47 St,22.921263,31.579901,152.01,2024-07-10 15:52:09,2024-07-10 23:52:09,2024-07-11 06:52:09,
3649,COMPLETED,NORMAL,سباكه,سباكه,user144,Khaled Tawfik,01039801436,user4552,Ali Adel,01034852490,,28.6909,26.351099,218.5,2025-02-15 15:31:51,2025-02-15 20:31:51,2025-02-16 17:31:51,
3650,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user2987,Karim Youssef,01022150619,user256,Amr Mohamed,01070532325,,28.06828,36.474521,143.94,2026-05-26 23:42:49,2026-05-27 05:42:49,2026-05-28 00:42:49,
3651,IN_PROGRESS,HIGH,خدمات منزليه,خدمات منزليه,user1120,Nadia Gamal,01046238606,user2921,Omar Said,01024295118,72 St,30.920178,32.11851,255.47,2025-09-09 12:11:05,2025-09-09 18:11:05,,
3652,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user3907,Rania Hatem,01011602332,user94,Youssef Ibrahim,01056381032,,30.500543,30.556721,179.14,2025-09-04 15:35:42,2025-09-04 18:35:42,2025-09-05 07:35:42,
3653,COMPLETED,HIGH,نجاره,نجاره,user2865,Samar Fahmy,01022699828,user3974,Youssef Naguib,01052400515,198 St,24.650254,33.204187,32.31,2026-04-13 02:30:37,2026-04-13 04:30:37,2026-04-13 18:30:37,
3654,PENDING,NORMAL,خدمات منزليه,خدمات منزليه,user1062,Mohamed Hassan,01045014869,user3190,Dina Tawfik,01039472941,172 St,25.620792,31.859049,169.41,2025-09-07 01:59:24,,,
3655,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user1458,Dina Mostafa,01072182980,user4121,Dina Said,01095288990,,30.979187,33.679259,260.86,2026-01-31 21:32:05,2026-01-31 21:32:05,2026-02-01 11:32:05,
3656,CANCELLED,URGENT,كهرباء,كهرباء,user3790,Fatma Tawfik,01053348519,user1128,Laila Gamal,01071924305,,26.032358,31.454187,50.9,2025-12-16 20:40:29,2025-12-16 21:40:29,,2025-12-17 00:40:29
3657,PENDING,URGENT,نجاره,نجاره,user2603,Emad Tawfik,01011934886,user1689,Mostafa Youssef,01054796872,56 St,29.053528,27.904707,133.33,2026-05-22 02:04:47,,,
3658,COMPLETED,URGENT,سباكه,سباكه,user1576,Amr Adel,01015751690,user244,Hend Rashad,01014934536,184 St,30.364423,31.854296,238.33,2025-11-30 10:15:32,2025-11-30 12:15:32,2025-12-01 03:15:32,
3659,CANCELLED,HIGH,نجاره,نجاره,user2919,Youssef Ahmed,01084178712,user1372,Aya Mohamed,01053325981,12 St,29.535622,32.333083,31.55,2025-07-15 15:40:34,2025-07-15 15:40:34,,2025-07-15 17:40:34
3660,PENDING,HIGH,كهرباء,كهرباء,user320,Amany Mohamed,01054438762,user3956,Noha Said,01041009196,12 St,24.758487,27.955648,231.46,2024-12-12 01:22:59,,,
3661,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user278,Mariam Yasser,01073218512,user2167,Amany Nabil,01018485147,,30.495311,27.187101,54.55,2025-12-06 10:42:47,2025-12-06 11:42:47,2025-12-06 13:42:47,
3662,COMPLETED,URGENT,كهرباء,كهرباء,user4969,Aya Ahmed,01014125520,user2756,Hassan Ahmed,01061269406,,23.868267,28.409696,281.28,2025-09-12 17:24:07,2025-09-12 18:24:07,2025-09-13 14:24:07,
3663,IN_PROGRESS,NORMAL,خدمات منزليه,خدمات منزليه,user942,Mariam Ahmed,01029346175,user3663,Ahmed Khaled,01082483315,157 St,22.574691,26.880594,277.07,2024-09-09 19:53:28,2024-09-09 21:53:28,,
3664,COMPLETED,NORMAL,كهرباء,كهرباء,user54,Reem Hassan,01056970882,user1540,Fatma Mohamed,01089761514,84 St,31.239539,29.77109,137.49,2025-12-15 22:52:39,2025-12-16 01:52:39,2025-12-16 04:52:39,
3665,COMPLETED,HIGH,سباكه,سباكه,user961,Fatma Mostafa,01093836675,user437,Nadia Kamel,01042651583,144 St,26.826074,29.753475,168.39,2025-05-08 15:23:11,2025-05-08 23:23:11,2025-05-09 08:23:11,
3666,CANCELLED,NORMAL,نجاره,نجاره,user2871,Maha Khaled,01099333082,user2958,Ibrahim Nabil,01097114476,45 St,26.099742,28.804669,151.84,2025-04-03 10:10:34,2025-04-03 10:10:34,,2025-04-03 13:10:34
3667,COMPLETED,URGENT,كهرباء,كهرباء,user2014,Mohamed Gamal,01084194995,user1146,Ibrahim Fouad,01096912487,,24.653177,35.382865,77.37,2025-09-06 11:20:23,2025-09-06 13:20:23,2025-09-06 16:20:23,
3668,CANCELLED,NORMAL,سباكه,سباكه,user4319,Karim Fouad,01031493955,user769,Sara Youssef,01086383608,,25.1045,25.428327,285.17,2024-10-09 07:22:18,2024-10-09 10:22:18,,2024-10-09 10:22:18
3669,CANCELLED,NORMAL,نجاره,نجاره,user3612,Amr Adel,01084026266,user3284,Ali Khaled,01040924274,172 St,29.055859,32.926911,237.09,2026-03-09 13:27:38,2026-03-09 15:27:38,,2026-03-09 16:27:38
3670,COMPLETED,URGENT,كهرباء,كهرباء,user159,Mahmoud Ahmed,01096592295,user919,Hassan Mohamed,01078354185,158 St,24.681964,29.601368,150.59,2024-11-24 22:54:10,2024-11-25 03:54:10,2024-11-25 13:54:10,
3671,IN_PROGRESS,NORMAL,نجاره,نجاره,user3361,Mona Rashad,01092982885,user4444,Hussein Naguib,01061773993,,28.026884,28.553912,213.74,2024-08-19 21:07:44,2024-08-20 04:07:44,,
3672,COMPLETED,HIGH,سباكه,سباكه,user4154,Shaimaa Yasser,01023211150,user1272,Noha Hatem,01090753748,,27.320589,29.10385,261.24,2025-03-09 16:26:56,2025-03-09 20:26:56,2025-03-09 21:26:56,
3673,COMPLETED,URGENT,كهرباء,كهرباء,user1831,Aya Omar,01014855694,user4812,Sherif Said,01076375439,117 St,27.114669,35.733661,117.67,2025-04-10 15:18:00,2025-04-10 19:18:00,2025-04-11 15:18:00,
3674,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user1079,Emad Yasser,01086649413,user2847,Hussein Hatem,01085680278,200 St,30.156268,35.000177,273.49,2025-09-09 04:00:33,2025-09-09 04:00:33,2025-09-09 17:00:33,
3675,COMPLETED,NORMAL,نجاره,نجاره,user4645,Salma Hamdy,01082077175,user1826,Karim Said,01027719312,,22.71605,36.238592,227.12,2026-04-03 20:43:32,2026-04-03 20:43:32,2026-04-04 16:43:32,
3676,COMPLETED,NORMAL,سباكه,سباكه,user2213,Mohamed Hussein,01087163353,user4619,Sherif Fahmy,01062519713,,23.26743,36.471752,40.47,2024-06-18 16:27:11,2024-06-18 23:27:11,2024-06-19 01:27:11,
3677,COMPLETED,NORMAL,نجاره,نجاره,user2080,Dina Gamal,01016118607,user1981,Mahmoud Adel,01081799490,81 St,30.848131,28.151683,83.06,2025-03-19 19:35:45,2025-03-19 23:35:45,2025-03-20 10:35:45,
3678,COMPLETED,NORMAL,سباكه,سباكه,user1983,Yasmin Shaker,01038549035,user3496,Laila Ibrahim,01086755111,174 St,27.21421,28.106885,106.21,2025-12-31 13:04:08,2025-12-31 21:04:08,2026-01-01 00:04:08,
3679,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user4792,Sherif Ali,01025706272,user2596,Sherif Youssef,01084471877,,26.442603,30.684127,28.17,2024-07-20 09:30:16,2024-07-20 11:30:16,2024-07-20 16:30:16,
3680,PENDING,NORMAL,كهرباء,كهرباء,user355,Mohamed Khaled,01027610141,user2806,Reem Gamal,01096889969,,28.461371,35.569753,52.6,2024-08-19 15:12:32,,,
3681,CANCELLED,HIGH,سباكه,سباكه,user2578,Hend Fouad,01039051509,user2996,Reem Adel,01073167846,195 St,30.656063,33.835378,61.64,2024-06-03 10:37:54,2024-06-03 10:37:54,,2024-06-03 14:37:54
3682,COMPLETED,HIGH,نجاره,نجاره,user859,Youssef Shaker,01047628993,user3853,Shaimaa Mohamed,01040064417,154 St,30.187493,31.165362,225.2,2024-11-02 12:18:28,2024-11-02 16:18:28,2024-11-03 01:18:28,
3683,COMPLETED,HIGH,كهرباء,كهرباء,user485,Samar Hatem,01090519326,user484,Karim Gamal,01071568435,,23.72432,25.780806,261.73,2025-10-12 15:08:10,2025-10-12 21:08:10,2025-10-13 12:08:10,
3684,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user139,Reem Nabil,01015066382,user41,Salma Ali,01038210242,,23.790265,29.796202,115.66,2025-05-11 12:03:54,2025-05-11 18:03:54,2025-05-12 12:03:54,
3685,IN_PROGRESS,NORMAL,نجاره,نجاره,user1672,Noha Youssef,01047855437,user476,Khaled Hamdy,01045346140,119 St,27.604649,33.640451,71.39,2025-06-03 10:52:30,2025-06-03 16:52:30,,
3686,IN_PROGRESS,URGENT,نجاره,نجاره,user2894,Sherif Omar,01079824914,user4314,Emad Youssef,01095058581,81 St,23.687064,32.973246,61.1,2024-06-22 02:55:51,2024-06-22 09:55:51,,
3687,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user4406,Mohamed Rashad,01012263579,user226,Mona Hatem,01020820219,38 St,24.484166,31.505927,150.81,2025-04-11 16:09:13,2025-04-11 17:09:13,2025-04-12 01:09:13,
3688,COMPLETED,NORMAL,كهرباء,كهرباء,user1649,Ali Naguib,01022059594,user2589,Noha Mohamed,01025277822,15 St,30.263501,34.920804,58.29,2024-07-31 15:19:14,2024-07-31 18:19:14,2024-08-01 08:19:14,
3689,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user1460,Mahmoud Fouad,01054486784,user142,Hend Adel,01031751079,2 St,22.360703,30.294736,85.65,2026-02-14 04:56:22,2026-02-14 12:56:22,2026-02-15 00:56:22,
3690,COMPLETED,HIGH,نجاره,نجاره,user1221,Mariam Ahmed,01057504159,user1646,Khaled Fouad,01039807813,5 St,28.815128,29.333292,63.33,2025-01-27 07:49:06,2025-01-27 14:49:06,2025-01-28 03:49:06,
3691,COMPLETED,HIGH,سباكه,سباكه,user3436,Omar Youssef,01017619768,user2477,Amany Shaker,01030126105,177 St,31.36326,35.174493,133.71,2026-01-20 11:00:09,2026-01-20 17:00:09,2026-01-21 03:00:09,
3692,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user2111,Hassan Kamel,01013707261,user244,Hend Rashad,01014934536,85 St,29.725368,30.331496,215.72,2025-06-19 20:26:24,2025-06-20 00:26:24,2025-06-20 04:26:24,
3693,CANCELLED,URGENT,سباكه,سباكه,user1369,Aya Nabil,01036164817,user243,Emad Omar,01066791272,,24.182156,34.715534,90.03,2025-06-24 12:00:48,2025-06-24 13:00:48,,2025-06-24 15:00:48
3694,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user376,Omar Rashad,01065629268,user705,Sherif Mohamed,01063541768,113 St,26.960834,28.694918,69.14,2025-04-14 23:37:29,2025-04-15 03:37:29,2025-04-15 18:37:29,
3695,IN_PROGRESS,URGENT,سباكه,سباكه,user828,Amr Shaker,01052676804,user4208,Fatma Khaled,01065570011,78 St,30.026405,35.010784,190.64,2026-01-28 10:23:14,2026-01-28 12:23:14,,
3696,PENDING,URGENT,سباكه,سباكه,user340,Maha Tawfik,01056802956,user1641,Reem Gamal,01088963137,,26.070412,25.80594,63.68,2025-08-22 19:52:09,,,
3697,COMPLETED,HIGH,سباكه,سباكه,user2729,Noha Ali,01099598463,user4230,Hend Nabil,01042387931,166 St,25.328295,32.497325,286.33,2024-10-22 05:52:44,2024-10-22 09:52:44,2024-10-23 05:52:44,
